0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.84,0.84,0.84,0.83,0.84,0.85,0.85,0.85,0.84,0.84,0.85
0.85,0.85,0.85,0.86,0.84,0.76,0.83,0.84,0.76,0.82,0.84
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.75,0.74,0.83,0.84,0.84,0.83,0.84,0.84,0.83,0.83,0.83
